angle,SVMaxPriCur,SVMinPriCur,SVGaussCur,SVAveCur,SVSDF,EVMaxPriCur,EVMinPriCur,EVGaussCur,EVAveCur,EVSDF,Lable
3.512013,31.448075,-44.555422,-1401.182267,-6.553674,1.895328,34.959935,-39.050415,-1365.199986,-2.04524,1.460786,0
67.087752,33.749339,-47.959768,-1618.610479,-7.105215,1.078796,115.031054,-38.307569,-4406.559997,38.361742,0.488226,1
1.965478,6.325298,-21.626591,-136.794628,-7.650646,34.757254,9.093216,-27.524784,-250.288818,-9.215784,31.138688,0
3.578817,36.242555,-53.937434,-1954.830443,-8.84744,5.721456,34.511304,-42.595659,-1470.031728,-4.042178,1.759436,0
2.696151,45.39206,-63.969429,-2903.704136,-9.288684,11.700827,44.984792,-61.431434,-2763.480315,-8.223321,10.077693,0
79.300876,27.850108,-46.976184,-1308.291794,-9.563038,20.542105,184.794854,-301.588966,-55732.08891,-58.397056,2.135807,1
2.15118,45.078176,-65.188598,-2938.583093,-10.055211,3.194445,40.265353,-64.790662,-2608.818857,-12.262655,3.25842,0
79.411956,84.115449,-105.640632,-8886.009202,-10.762592,0.964205,67.738269,-22.521317,-1525.555027,22.608476,19.329483,1
3.363962,30.170784,-52.302691,-1578.013212,-11.065954,11.723644,39.769972,-73.098142,-2907.111025,-16.664085,9.842238,0
3.560227,27.063694,-50.296022,-1361.196139,-11.616164,8.945686,31.448075,-44.555422,-1401.182267,-6.553674,1.895328,0
1.745166,10.419634,-33.773135,-351.903693,-11.676751,23.042364,15.115136,-46.043523,-695.95412,-15.464193,34.068246,0
2.644772,42.285317,-66.104429,-2795.246683,-11.909556,17.633437,40.229338,-65.096469,-2618.787879,-12.433565,26.967256,0
4.864021,11.812128,-35.84508,-423.406677,-12.016476,5.213751,10.196418,-31.488559,-321.070509,-10.64607,4.466788,0
2.574747,2.240471,-26.390846,-59.127938,-12.075187,7.292424,5.413996,-32.102849,-173.804709,-13.344427,4.592761,0
1.504215,2.69877,-27.942008,-75.409047,-12.621619,4.333604,4.423193,-36.198985,-160.11508,-15.887896,7.972703,0
2.104891,39.738403,-65.406779,-2599.160958,-12.834188,14.271713,25.263639,-55.024262,-1390.113096,-14.880311,22.601141,0
4.555963,39.738403,-65.406779,-2599.160958,-12.834188,14.271713,40.189924,-64.271655,-2583.072939,-12.040865,13.103875,0
4.244604,38.71442,-64.629399,-2502.08973,-12.95749,27.023677,36.99144,-64.405349,-2382.44661,-13.706954,26.463282,0
4.761315,38.71442,-64.629399,-2502.08973,-12.95749,27.023677,39.375065,-65.256975,-2569.497612,-12.940955,17.595272,0
2.337973,11.097628,-37.640716,-417.722665,-13.271544,23.155488,9.333332,-34.754577,-324.376011,-12.710623,10.211454,0
2.435636,11.097628,-37.640716,-417.722665,-13.271544,23.155488,12.495048,-40.743098,-509.086983,-14.124025,23.328687,0
4.999514,39.139783,-65.764527,-2574.009323,-13.312372,16.27093,38.417245,-65.471799,-2515.246177,-13.527277,24.443119,0
4.706306,12.342227,-40.705172,-502.392492,-14.181473,6.082111,11.75904,-40.233906,-473.112128,-14.237433,6.555638,0
2.243042,11.75904,-40.233906,-473.112128,-14.237433,6.555638,10.196418,-31.488559,-321.070509,-10.64607,4.466788,0
4.639485,2.866772,-31.372312,-89.937262,-14.25277,4.673479,11.381076,-50.180232,-571.105014,-19.399578,4.591889,0
2.169743,12.443109,-42.553509,-529.497973,-15.0552,5.753707,15.063744,-47.933823,-722.062855,-16.435039,35.338391,0
3.433651,15.695651,-47.089338,-739.09783,-15.696843,30.344482,15.123663,-46.042851,-696.336569,-15.459594,34.123267,0
3.63855,15.783919,-47.845392,-755.187778,-16.030736,32.407486,15.709125,-47.135464,-740.456886,-15.713169,30.185834,0
3.895004,15.783919,-47.845392,-755.187778,-16.030736,32.407486,15.27593,-48.200167,-736.302386,-16.462118,35.167192,0
2.243914,13.925131,-47.636254,-663.341076,-16.855562,6.07403,15.533617,-49.4284,-767.801854,-16.947391,35.44161,0
2.268454,11.433452,-45.344232,-518.441125,-16.95539,4.782903,8.18069,-32.04795,-262.174335,-11.93363,5.755734,0
2.021505,14.346333,-48.867402,-701.068041,-17.260535,13.428561,3.395971,-23.495256,-79.789213,-10.049642,4.323832,0
4.592257,4.066148,-40.25835,-163.696402,-18.096101,4.849407,11.176022,-52.744822,-589.477309,-20.7844,4.779689,0
4.091037,13.947359,-51.769521,-722.048084,-18.911081,5.549133,18.041815,-60.451896,-1090.661926,-21.20504,6.4507,0
4.213199,13.947359,-51.769521,-722.048084,-18.911081,5.549133,12.904856,-51.855831,-669.192043,-19.475487,3.882872,0
2.292092,11.381076,-50.180232,-571.105014,-19.399578,4.591889,4.241886,-29.229616,-123.988701,-12.493865,5.175769,0
2.146654,-13.10736,-26.184555,343.210395,-19.645958,1.979,-34.876641,-75.105578,2619.430302,-54.99111,0.083,0
0.160292,19.200595,-58.705465,-1127.179856,-19.752435,12.071754,65.649597,-215.005657,-14115.03472,-74.67803,2.157289,0
2.379094,10.367187,-51.874006,-537.787507,-20.75341,4.428423,10.148219,-47.132065,-478.306513,-18.491923,4.054894,0
2.382323,10.367187,-51.874006,-537.787507,-20.75341,4.428423,4.066148,-40.25835,-163.696402,-18.096101,4.849407,0
2.321185,11.176022,-52.744822,-589.477309,-20.7844,4.779689,11.704936,-51.889181,-607.359562,-20.092122,4.298933,0
0.118601,19.546595,-61.986915,-1211.633094,-21.22016,10.433975,133.310931,-443.87014,-59172.74178,-155.279604,6.176906,0
0.477409,22.718183,-70.118307,-1592.960499,-23.700062,12.940706,63.521303,-206.542368,-13119.84032,-71.510533,1.953198,0
79.294994,339.914677,-397.460683,-135102.7199,-28.773003,0.953056,27.850108,-46.976184,-1308.291794,-9.563038,20.542105,1
79.228209,196.128611,-259.134113,-50823.61349,-31.502751,2.031501,93.288677,37.929163,3538.361485,65.60892,2.136403,1
83.885995,87.339195,-151.666045,-13246.39025,-32.163425,25.451112,43.978077,-9.780403,-430.123331,17.098837,31.221914,1
87.818998,165.406488,-240.569977,-39791.83507,-37.581744,2.478749,823.15959,-153.414829,-126284.8879,334.87238,5.56765,1
3.250229,39.173342,-117.896285,-4618.391419,-39.361472,0.812765,40.577226,-135.150757,-5484.042857,-47.286765,0.812765,0
0,8.068147,-92.145219,-743.441124,-42.038536,0.380975,-23.906934,-131.693562,3148.389261,-77.800248,13.630861,0
2.146709,-13.87464,-79.242826,1099.465695,-46.558733,0.063,-30.535802,-75.085665,2292.80096,-52.810733,0.074,0
3.250207,46.191272,-140.443199,-6487.250042,-47.125963,12.45026,34.782168,-118.474296,-4120.792899,-41.846064,9.457199,0
82.1754,62.406819,-166.851058,-10412.6438,-52.22212,2.008102,13276.88215,-4423.313772,-58727815.66,4426.784189,0.388573,1
79.264857,121.928531,-227.604125,-27751.43664,-52.837797,2.749582,82.94515,-27.170899,-2253.694304,27.887125,14.73803,1
0.540993,45.357117,-151.139451,-6855.249815,-52.891167,2.069782,73.825006,-399.325105,-29480.17844,-162.75005,14.161532,0
79.317913,184.794854,-301.588966,-55732.08891,-58.397056,2.135807,8.234707,-7.840302,-64.56259,0.197202,20.240811,1
0.121882,229.2087,-359.064848,-82300.7872,-64.928074,2.797217,247.132118,-747.349716,-184694.1186,-250.108799,4.861777,0
79.234894,217.065248,-356.719547,-77431.41685,-69.82715,2.171971,153.168426,-434.274404,-66517.12701,-140.552989,20.535994,1
3.358147,-29.568714,-114.290164,3379.41321,-71.929439,0.186024,42.801283,-194.162752,-8310.414915,-75.680734,37.146213,0
0.669656,65.649597,-215.005657,-14115.03472,-74.67803,2.157289,171.962222,-705.240138,-121274.6613,-266.638958,7.379261,0
0,-25.292343,-130.354182,3296.962636,-77.823262,13.806025,8.068147,-92.145219,-743.441124,-42.038536,0.380975,0
3.2502,18.662269,-182.205853,-3400.374702,-81.771792,12.303515,35.73727,-257.991648,-9219.917203,-111.127189,9.457201,0
115.794121,329.870335,-513.689493,-169450.9251,-91.909579,0.797131,4536.299984,-13151.58522,-59659535.8,-4307.642615,0.493278,1
0.191846,88.051315,-297.320011,-26179.41802,-104.634348,6.425204,16.052055,-49.461923,-793.965508,-16.704934,11.263986,0
0.726285,88.051315,-297.320011,-26179.41802,-104.634348,6.425204,249.321459,-922.291316,-229947.0167,-336.484928,2.162824,0
97.25478,346.784179,-557.426012,-193306.5219,-105.320917,0.234076,424.806591,-141.14729,-59960.29905,141.829651,20.669669,1
0.475043,267.587486,-483.585241,-129401.359,-107.998877,14.182419,321.539769,-881.066988,-283298.076,-279.763609,1.932101,0
0.475043,267.587486,-483.585241,-129401.359,-107.998877,14.182419,321.539769,-881.066988,-283298.076,-279.763609,1.932101,0
6.479581,35.73727,-257.991648,-9219.917203,-111.127189,9.457201,48.800473,-313.336032,-15290.94665,-132.267779,12.303518,0
6.479576,47.135231,-272.007975,-12821.15876,-112.436372,1.254498,47.131735,-272.004457,-12820.04211,-112.436361,1.565275,0
0,47.130188,-272.008147,-12819.79506,-112.438979,0.812766,18.661774,-182.206476,-3400.296083,-81.772351,12.303516,0
76.79272,83.671576,-323.228309,-27045.02189,-119.778367,0.639042,91.794651,9.223991,846.713046,50.509321,0.901759,1
96.961938,83.671576,-323.228309,-27045.02189,-119.778367,0.639042,346.784179,-557.426012,-193306.5219,-105.320917,0.234076,1
80.590246,135.93393,-398.024895,-54105.08813,-131.045483,2.118438,459.307563,-136.081512,-62503.26742,161.613026,1.34798,1
3.250141,48.800473,-313.336032,-15290.94665,-132.267779,12.303518,71.666051,-389.928719,-27944.65166,-159.131334,9.457198,0
79.259607,153.168426,-434.274404,-66517.12701,-140.552989,20.535994,339.914677,-397.460683,-135102.7199,-28.773003,0.953056,1
18.520015,151.548638,-450.716976,-68305.54384,-149.584169,33.392778,1153.322431,-382.704824,-441382.0576,385.308804,33.124323,1
0.732461,133.310931,-443.87014,-59172.74178,-155.279604,6.176906,350.141829,-1197.198832,-419189.3884,-423.528502,10.270115,0
6.479593,71.666051,-389.928719,-27944.65166,-159.131334,9.457198,86.057504,-437.675115,-37665.22815,-175.808805,12.303515,0
0.138455,158.599567,-510.069782,-80896.84655,-175.735107,5.833205,20.584475,-65.076699,-1339.56966,-22.246112,9.64812,0
0.159705,91.089476,-451.815819,-41155.66628,-180.363172,7.918145,399.563861,-1124.346661,-449248.2935,-362.3914,6.83332,0
0,102.090137,-488.972635,-49919.28341,-193.441249,12.303512,43.871972,-135.3668,-5938.808399,-45.747414,0.812765,0
3.250176,102.08751,-488.970733,-49917.80441,-193.441612,9.457193,102.088378,-488.976509,-49918.81879,-193.444065,12.450266,0
6.479546,102.094253,-488.978266,-49921.87086,-193.442006,12.396021,102.087108,-488.971524,-49917.6889,-193.442208,9.457193,0
0,102.094049,-488.980073,-49921.95534,-193.443012,12.396024,47.612098,-271.816953,-12941.77543,-112.102428,0.812764,0
6.479552,102.086763,-488.9731,-49917.68089,-193.443168,12.396025,102.093968,-488.979823,-49921.89013,-193.442928,9.457199,0
0.546102,391.3267,-827.02401,-323636.5771,-217.848655,2.379402,88.051315,-297.320011,-26179.41802,-104.634348,6.425204,0
31.669931,232.938793,-691.094804,-160982.7898,-229.078005,5.49038,12.052221,-22.683031,-273.380903,-5.315405,25.4006,1
20.345308,281.428912,-774.524601,-217973.6156,-246.547845,5.57457,35.595146,-9.384988,-334.060003,13.105079,4.850197,1
56.910458,256.356298,-756.484526,-193929.5728,-250.064114,16.328391,82.722952,-26.369475,-2181.360808,28.176738,37.848091,1
0.528518,296.573742,-798.397638,-236783.7753,-250.911948,6.130788,249.321459,-922.291316,-229947.0167,-336.484928,2.162824,0
47.859943,253.188688,-759.423531,-192277.4474,-253.117421,38.23321,116.400721,-38.536166,-4485.637457,38.932278,31.205905,1
0.506797,171.962222,-705.240138,-121274.6613,-266.638958,7.379261,270.98428,-729.357328,-197644.3704,-229.186524,6.536555,0
75.184545,308.635031,-867.776033,-267826.0828,-279.570501,2.546718,62.837748,-10.937367,-687.279481,25.950191,2.245015,1
0.552465,321.539769,-881.066988,-283298.076,-279.763609,1.932101,22.718183,-70.118307,-1592.960499,-23.700062,12.940706,0
31.111459,299.592106,-870.397508,-260764.2224,-285.402701,25.037433,1742.872116,-565.093615,-984885.9041,588.889251,5.683884,1
100.82389,335.595634,-931.180587,-312500.1391,-297.792477,2.21335,162.340196,-65.644432,-10656.72993,48.347882,1.684863,1
0.250042,211.824187,-827.431034,-175269.9065,-307.803423,4.631789,57.065413,-194.751567,-11113.57857,-68.843077,3.129518,0
0.516792,258.363857,-889.854294,-229906.1873,-315.745218,2.940874,211.824187,-827.431034,-175269.9065,-307.803423,4.631789,0
69.386423,583.056021,-1226.230551,-714961.106,-321.587265,0.378473,498.364015,-153.986198,-76741.17972,172.188909,1.723683,1
38.9614,325.458803,-972.659789,-316560.6905,-323.600493,6.391687,69.293945,-21.001532,-1455.278982,24.146207,5.570588,1
0.394774,196.813915,-875.569739,-172324.3079,-339.377912,3.627049,569.308258,-1744.586625,-993207.5716,-587.639184,4.208473,0
98.253524,845.203637,-1538.116823,-1300021.933,-346.456593,0.604868,772.864092,124.175069,95970.45207,448.51958,0.604804,1
0.211023,258.989914,-967.758356,-250639.6536,-354.384221,4.195623,159.113435,-506.374099,-80570.92216,-173.630332,2.782322,0
0.146818,430.244393,-1171.036939,-503832.0769,-370.396273,7.716014,461.192766,-1433.939381,-661322.4703,-486.373307,9.107194,0
90.798264,406.263364,-1215.051373,-493630.8589,-404.394005,0.876619,449.889982,-148.854087,-66967.96233,150.517948,1.40156,1
115.782098,666.742308,-1480.708864,-987251.2455,-406.983278,0.410639,251.821448,46.356162,11673.47577,149.088805,0.78862,1
46.338118,448.550756,-1267.860142,-568699.6246,-409.654693,43.492893,40.684372,-12.5183,-509.29918,14.083036,40.004579,1
24.903505,415.697649,-1239.661588,-515324.4077,-411.981969,15.888715,1396.342353,-4170.63232,-5823630.547,-1387.144984,25.498644,1
0.600466,570.180064,-1408.627273,-803171.1891,-419.223604,10.26849,548.99929,-1517.843021,-833294.741,-484.421866,5.636895,0
0.542706,350.141829,-1197.198832,-419189.3884,-423.528502,10.270115,11.066952,-40.069063,-443.442388,-14.501055,5.816911,0
18.822878,423.228689,-1277.910284,-540848.2948,-427.340798,23.733553,1466.228038,-4384.19843,-6428234.662,-1458.985196,14.896776,1
21.248903,446.154942,-1345.921073,-600489.3387,-449.883065,5.238474,1980.237063,-5935.056319,-11752818.49,-1977.409628,5.565159,1
79.143346,527.497225,-1427.496133,-753000.2482,-449.999454,2.547081,61.335077,-13.261579,-813.399991,24.036749,2.430986,1
25.233685,480.904498,-1435.942913,-690551.4064,-477.519207,35.134516,52.253303,-9.678356,-505.726095,21.287473,35.063753,1
79.220295,651.169653,-1611.208559,-1049170.118,-480.019453,2.180066,89.157357,14.057714,1253.348649,51.607536,2.169264,1
0.744764,548.99929,-1517.843021,-833294.741,-484.421866,5.636895,506.673833,-1528.154096,-774275.693,-510.740132,13.482363,0
109.466473,737.291264,-1740.397005,-1283179.508,-501.55287,1.179225,179.081905,-38.120387,-6826.671461,70.480759,0.761121,1
23.743215,507.580015,-1520.501063,-771775.952,-506.460524,15.88949,480.904498,-1435.942913,-690551.4064,-477.519207,35.134516,1
0.263636,589.970854,-1640.89611,-968080.8794,-525.462628,1.397556,369.658153,-1257.459217,-464830.0509,-443.900532,9.519204,0
112.585662,704.442357,-1812.568889,-1276850.3,-554.063266,0.642372,169.633645,-51.876701,-8800.033845,58.878472,0.576366,1
99.928875,563.954231,-1690.912079,-953597.0205,-563.478924,2.110416,3498.428833,-1165.16384,-4076242.775,1166.632496,1.748874,1
72.097141,611.303415,-1745.818193,-1067224.624,-567.257389,15.931511,703.986208,-214.125741,-150741.5684,244.930233,7.2683,1
0.17233,569.308258,-1744.586625,-993207.5716,-587.639184,4.208473,142.773187,-442.106521,-63120.95702,-149.666667,2.072673,0
56.053102,667.623796,-1890.276692,-1261993.7,-611.326448,37.571991,837.804441,-238.129187,-199505.6902,299.837627,26.965861,1
105.137924,834.907906,-2211.941657,-1846767.576,-688.516876,1.202752,195.052009,55.417967,10809.3858,125.234988,1.634,1
