angle,SVMaxPriCur,SVMinPriCur,SVGaussCur,SVAveCur,SVSDF,EVMaxPriCur,EVMinPriCur,EVGaussCur,EVAveCur,EVSDF,Lable
26.488769,733.345043,-2195.364568,-1609959.723,-731.009763,15.855716,415.697649,-1239.661588,-515324.4077,-411.981969,15.888715,1
0.752095,782.881909,-2304.800874,-1804386.908,-760.959482,4.577903,170.69336,-530.634774,-90575.83233,-179.970707,4.328819,0
90.852545,885.274245,-2653.57277,-2349139.631,-884.149262,1.238688,539.944702,-179.181153,-96747.91406,180.381775,1.343674,1
72.517028,921.014257,-2698.026646,-2484921.006,-888.506195,2.11698,485.38936,-144.940748,-70352.69665,170.224306,1.92056,1
76.481075,1003.942024,-2901.743344,-2913182.085,-948.90066,2.176115,651.295094,-182.907699,-119126.8872,234.193698,2.41203,1
85.776724,1010.982997,-3029.993507,-3063271.917,-1009.505255,0.994471,250.884039,-82.633041,-20731.31117,84.125499,0.84771,1
95.774719,1095.867557,-3281.838653,-3596460.508,-1092.985548,1.603057,590.094687,-191.57958,-113050.0924,199.257553,2.125864,1
83.048334,1270.948656,-3465.1754,-4404060.017,-1097.113372,2.56168,169.502976,-14.608875,-2476.247771,77.447051,2.652752,1
108.099851,1461.817169,-3768.466447,-5508808.952,-1153.324639,1.216837,737.291264,-1740.397005,-1283179.508,-501.55287,1.179225,1
80.663283,1341.077467,-3840.584466,-5150521.29,-1249.7535,2.079889,984.422524,-274.351281,-270077.5809,355.035622,2.412557,1
112.033469,1527.192026,-4050.549334,-6185966.643,-1261.678654,0.678695,1766.750474,-4805.432055,-8489999.362,-1519.34079,0.633787,1
113.036915,1627.652475,-4206.911462,-6847389.853,-1289.629494,1.093916,1527.192026,-4050.549334,-6185966.643,-1261.678654,0.678695,1
99.03619,1340.132733,-3978.085934,-5331163.176,-1318.9766,1.572449,335.595634,-931.180587,-312500.1391,-297.792477,2.21335,1
23.923014,1396.342353,-4170.63232,-5823630.547,-1387.144984,25.498644,1216.571345,-404.184101,-491718.7951,406.193622,15.219382,1
19.114571,1466.228038,-4384.19843,-6428234.662,-1458.985196,14.896776,281.428912,-774.524601,-217973.6156,-246.547845,5.57457,1
111.061266,1766.750474,-4805.432055,-8489999.362,-1519.34079,0.633787,2129.324971,-599.771734,-1277108.93,764.776618,1.08796,1
37.782286,1835.328831,-5456.608983,-10014671.79,-1810.640076,5.384759,255.552703,-61.491166,-15714.23359,97.030769,6.288324,1
85.338726,2074.078688,-5841.629487,-12115999.22,-1883.7754,2.452141,1390.846174,-457.988948,-636992.1764,466.428613,13.455397,1
115.046264,2965.758574,-8358.455707,-24789161.68,-2696.348567,0.540777,3284.257808,-904.168399,-2969522.123,1190.044704,0.416566,1
107.874018,2892.937185,-8396.134574,-24289489.92,-2751.598694,1.189527,4689.331011,-13963.53737,-65479648.84,-4637.103182,1.243681,1
67.242785,3309.504189,-9797.719319,-32425593.13,-3244.107565,0.42556,5780.603429,-1890.712017,-10929456.37,1944.945706,0.398528,1
114.556224,4536.299984,-13151.58522,-59659535.8,-4307.642615,0.493278,4520.384699,-1337.926371,-6047941.895,1591.229164,0.572442,1
88.886394,4633.257365,-13895.1183,-64379659.2,-4630.930467,1.037531,406.263364,-1215.051373,-493630.8589,-404.394005,0.876619,1
106.683571,4689.331011,-13963.53737,-65479648.84,-4637.103182,1.243681,4606.71609,-1522.778706,-7015009.164,1541.968692,1.199044,1
95.611138,5951.476459,-17851.13782,-106240626.5,-5949.830679,2.022494,471.802087,-156.511131,-73842.27827,157.645478,1.75733,1
85.55922,7169.476517,-21503.02293,-154165417.9,-7166.773205,0.688945,3314.373738,-1103.132967,-3656194.935,1105.620386,1.01473,1
